Plot: tmp//MassLoss-0.700.550.40030.00-e0bf60721e414233f1690a1ac8302ba1.png

Line 1: Mass loss BHM

	  1.00000000000000006e-01	  1.07015055836374330e+02
	  2.00000000000000011e-01	  1.51342143341914664e+02
	  3.00000000000000044e-01	  1.85355513883420741e+02
	  4.00000000000000022e-01	  2.14030111672748660e+02
	  5.00000000000000000e-01	  2.39292939466068646e+02
	  5.99999999999999978e-01	  2.62132281594567985e+02
	  7.00000000000000067e-01	  2.83135224282737795e+02
	  8.00000000000000044e-01	  3.02684286683829214e+02
	  9.00000000000000022e-01	  3.21045167509123019e+02
	  1.00000000000000000e+00	  3.38411320373038336e+02
	  1.10000000000000009e+00	  3.54928787128186570e+02
	  1.20000000000000018e+00	  3.70711027766841255e+02
	  1.30000000000000027e+00	  3.85848271064689527e+02
	  1.40000000000000013e+00	  4.00413674166195847e+02
	  1.50000000000000022e+00	  4.14467529047734672e+02
	  1.60000000000000009e+00	  4.28060223345497320e+02
	  1.70000000000000018e+00	  4.41234378744743196e+02
	  1.80000000000000027e+00	  4.54026430025743934e+02
	  1.90000000000000013e+00	  4.66467813828118096e+02
	  2.00000000000000000e+00	  4.78585878932137291e+02
	  2.10000000000000009e+00	  4.90404593870111114e+02
	  2.20000000000000018e+00	  5.01945104433314441e+02
	  2.30000000000000027e+00	  5.13226178249154827e+02
	  2.40000000000000036e+00	  5.24264563189135970e+02
	  2.50000000000000044e+00	  5.35075279181871679e+02
	  2.60000000000000009e+00	  5.45671857957894417e+02
	  2.70000000000000018e+00	  5.56066541650261797e+02
	  2.80000000000000027e+00	  5.66270448565475363e+02
	  2.90000000000000036e+00	  5.76293712523576801e+02
	  3.00000000000000044e+00	  5.86145600742571105e+02
	  3.10000000000000009e+00	  5.95834614172030115e+02
	  3.20000000000000018e+00	  6.05368573367658655e+02
	  3.30000000000000027e+00	  6.14754692374817409e+02
	  3.40000000000000036e+00	  6.23999642606082602e+02
	  3.50000000000000044e+00	  6.33109608320850725e+02
	  3.60000000000000009e+00	  6.42090335018245923e+02
	  3.70000000000000018e+00	  6.50947171819269670e+02
	  3.80000000000000027e+00	  6.59685108726252793e+02
	  3.90000000000000036e+00	  6.68308809496650497e+02
	  4.00000000000000000e+00	  6.76822640746076672e+02
	  4.09999999999999964e+00	  6.85230697796118079e+02
	  4.20000000000000018e+00	  6.93536827701180414e+02
	  4.29999999999999982e+00	  7.01744649821770622e+02
	  4.39999999999999947e+00	  7.09857574256372914e+02
	  4.50000000000000000e+00	  7.17878818398205794e+02
	  4.59999999999999964e+00	  7.25811421844866231e+02
	  4.70000000000000018e+00	  7.33658259856814311e+02
	  4.79999999999999982e+00	  7.41422055533682851e+02
	  4.90000000000000036e+00	  7.49105390854620168e+02
	  5.00000000000000000e+00	  7.56710716709573376e+02
	  5.09999999999999964e+00	  7.64240362031983977e+02
	  5.20000000000000018e+00	  7.71696542129378940e+02
	  5.29999999999999982e+00	  7.79081366296295641e+02
	  5.40000000000000036e+00	  7.86396844783703841e+02
	  5.50000000000000000e+00	  7.93644895190177294e+02
	  5.59999999999999964e+00	  8.00827348332391580e+02
	  5.70000000000000018e+00	  8.07945953645881104e+02
	  5.79999999999999982e+00	  8.15002384161184409e+02
	  5.90000000000000036e+00	  8.21998241095488424e+02
	  6.00000000000000000e+00	  8.28935058095469458e+02
	  6.09999999999999964e+00	  8.35814305163174822e+02
	  6.20000000000000018e+00	  8.42637392293425023e+02
	  6.29999999999999982e+00	  8.49405672848213271e+02
	  6.40000000000000036e+00	  8.56120446690994640e+02
	  6.50000000000000000e+00	  8.62782963101411042e+02
	  6.59999999999999964e+00	  8.69394423488966936e+02
	  6.70000000000000018e+00	  8.75955983922351720e+02
	  6.79999999999999982e+00	  8.82468757489486393e+02
	  6.90000000000000036e+00	  8.88933816501937258e+02
	  7.00000000000000000e+00	  8.95352194556065228e+02
	  7.09999999999999964e+00	  9.01724888462121385e+02
	  7.20000000000000018e+00	  9.08052860051487983e+02
	  7.29999999999999982e+00	  9.14337037871347093e+02
	  7.40000000000000036e+00	  9.20578318775220396e+02
	  7.50000000000000000e+00	  9.26777569417103336e+02
	  7.59999999999999964e+00	  9.32935627656236420e+02
	  7.70000000000000018e+00	  9.39053303878964130e+02
	  7.79999999999999982e+00	  9.45131382243580219e+02
	  7.90000000000000036e+00	  9.51170621853578496e+02
	  8.00000000000000000e+00	  9.57171757864274582e+02
	  8.09999999999999964e+00	  9.63135502527369113e+02
	  8.19999999999999929e+00	  9.69062546177649779e+02
	  8.30000000000000071e+00	  9.74953558165707136e+02
	  8.40000000000000036e+00	  9.80809187740222342e+02
	  8.50000000000000000e+00	  9.86630064883134082e+02
	  8.59999999999999964e+00	  9.92416801100706152e+02
	  8.69999999999999929e+00	  9.98169990173327733e+02
	  8.80000000000000071e+00	  1.00389020886662900e+03
	  8.90000000000000036e+00	  1.00957801760633936e+03
	  9.00000000000000000e+00	  1.01523396111911495e+03
	  9.09999999999999964e+00	  1.02085856904140826e+03
	  9.19999999999999929e+00	  1.02645235649830965e+03
	  9.30000000000000071e+00	  1.03201582465415481e+03
	  9.40000000000000036e+00	  1.03754946123655122e+03
	  9.50000000000000000e+00	  1.04305374103538907e+03
	  9.59999999999999964e+00	  1.04852912637827194e+03
	  9.70000000000000107e+00	  1.05397606758372126e+03
	  9.80000000000000071e+00	  1.05939500339340248e+03
	  9.90000000000000036e+00	  1.06478636138455954e+03
	  1.00000000000000000e+01	  1.07015055836374336e+03

Line 2: Mass loss no BHM

	  1.00000000000000006e-01	  3.43678683799709972e+02
	  2.00000000000000011e-01	  4.86035055728084387e+02
	  3.00000000000000044e-01	  5.95268941819496604e+02
	  4.00000000000000022e-01	  6.87357367599419945e+02
	  5.00000000000000000e-01	  7.68488899393807060e+02
	  5.99999999999999978e-01	  8.41837410780612572e+02
	  7.00000000000000067e-01	  9.09288328248035441e+02
	  8.00000000000000044e-01	  9.72070111456168320e+02
	  9.00000000000000022e-01	  1.03103605139912975e+03
	  1.00000000000000000e+00	  1.08680742405589513e+03
	  1.10000000000000009e+00	  1.13985324260683274e+03
	  1.20000000000000018e+00	  1.19053788363899275e+03
	  1.30000000000000027e+00	  1.23915111672382932e+03
	  1.40000000000000013e+00	  1.28592788591593035e+03
	  1.50000000000000022e+00	  1.33106181880276131e+03
	  1.60000000000000009e+00	  1.37471473519883989e+03
	  1.70000000000000018e+00	  1.41702351457945701e+03
	  1.80000000000000027e+00	  1.45810516718425265e+03
	  1.90000000000000013e+00	  1.49806065173200432e+03
	  2.00000000000000000e+00	  1.53697779878761412e+03
	  2.10000000000000009e+00	  1.57493358325496365e+03
	  2.20000000000000018e+00	  1.61199591480953268e+03
	  2.30000000000000027e+00	  1.64822506565727303e+03
	  2.40000000000000036e+00	  1.68367482156122514e+03
	  2.50000000000000044e+00	  1.71839341899854935e+03
	  2.60000000000000009e+00	  1.75242431510060578e+03
	  2.70000000000000018e+00	  1.78580682545848845e+03
	  2.80000000000000027e+00	  1.81857665649607065e+03
	  2.90000000000000036e+00	  1.85076635296050495e+03
	  3.00000000000000044e+00	  1.88240567650786375e+03
	  3.10000000000000009e+00	  1.91352192792435198e+03
	  3.20000000000000018e+00	  1.94414022291233755e+03
	  3.30000000000000027e+00	  1.97428372936716755e+03
	  3.40000000000000036e+00	  2.00397387251985720e+03
	  3.50000000000000044e+00	  2.03323051310974915e+03
	  3.60000000000000009e+00	  2.06207210279825904e+03
	  3.70000000000000018e+00	  2.09051582027908489e+03
	  3.80000000000000027e+00	  2.11857769093687875e+03
	  3.90000000000000036e+00	  2.14627269242138436e+03
	  4.00000000000000000e+00	  2.17361484811179025e+03
	  4.09999999999999964e+00	  2.20061731012694281e+03
	  4.20000000000000018e+00	  2.22729243327602489e+03
