#R=1.5091213715215268
#interptype='linear'
#name='planet'
#norm={'P': 1000000000000.0, 'R': 1.5091213715215268, 'M': 7.0, 'g': 30.213278529504127, 'rho': 4000.0}
#state=1
#composition
#layer0		Fe08FeS02		0.800000
#layer1		pv_fmw		0.200000
#Cols=
 #'ur		r		mr		rho		P		g		phi		T		composition'
#-end-
0.000000e+00	0.000000e+00	3.780797e-11	2.269837e+04	3.161536e+12	0.000000e+00	-5.222540e+08	5.000000e+03	0
5.025126e-03	7.583524e-03	7.243161e-06	2.270073e+04	3.162475e+12	-1.832198e-01	-5.222465e+08	5.000000e+03	0
1.005025e-02	1.516705e-02	1.448628e-05	2.270309e+04	3.163414e+12	-3.664397e-01	-5.222243e+08	5.000000e+03	0
1.507538e-02	2.275057e-02	6.453467e-05	2.270336e+04	3.163525e+12	-7.755440e-02	-5.221873e+08	5.000000e+03	0
2.010050e-02	3.033410e-02	1.150198e-04	2.270362e+04	3.163628e+12	2.161483e-01	-5.221354e+08	5.000000e+03	0
2.512563e-02	3.791762e-02	2.500222e-04	2.270221e+04	3.163066e+12	5.240425e-01	-5.220689e+08	5.000000e+03	0
3.015075e-02	4.550115e-02	3.867671e-04	2.270077e+04	3.162490e+12	8.322293e-01	-5.219875e+08	5.000000e+03	0
3.517588e-02	5.308467e-02	6.488277e-04	2.269768e+04	3.161260e+12	1.141253e+00	-5.218913e+08	5.000000e+03	0
4.020101e-02	6.066820e-02	9.148044e-04	2.269453e+04	3.160009e+12	1.450302e+00	-5.217803e+08	5.000000e+03	0
4.522613e-02	6.825172e-02	1.345946e-03	2.268977e+04	3.158112e+12	1.759304e+00	-5.216545e+08	5.000000e+03	0
5.025126e-02	7.583524e-02	1.784042e-03	2.268493e+04	3.156187e+12	2.068304e+00	-5.215139e+08	5.000000e+03	0
5.527638e-02	8.341877e-02	2.426169e-03	2.267848e+04	3.153624e+12	2.377057e+00	-5.213585e+08	5.000000e+03	0
6.030151e-02	9.100229e-02	3.079148e-03	2.267195e+04	3.151027e+12	2.685797e+00	-5.211884e+08	5.000000e+03	0
6.532663e-02	9.858582e-02	3.974008e-03	2.266383e+04	3.147800e+12	2.994187e+00	-5.210035e+08	5.000000e+03	0
7.035176e-02	1.061693e-01	4.884474e-03	2.265560e+04	3.144532e+12	3.302556e+00	-5.208039e+08	5.000000e+03	0
7.537688e-02	1.137529e-01	6.073623e-03	2.264581e+04	3.140644e+12	3.610495e+00	-5.205896e+08	5.000000e+03	0
8.040201e-02	1.213364e-01	7.283976e-03	2.263589e+04	3.136708e+12	3.918401e+00	-5.203604e+08	5.000000e+03	0
8.542714e-02	1.289199e-01	8.808740e-03	2.262441e+04	3.132160e+12	4.225805e+00	-5.201166e+08	5.000000e+03	0
9.045226e-02	1.365034e-01	1.036114e-02	2.261280e+04	3.127559e+12	4.533165e+00	-5.198581e+08	5.000000e+03	0
9.547739e-02	1.440870e-01	1.226258e-02	2.259965e+04	3.122357e+12	4.839952e+00	-5.195848e+08	5.000000e+03	0
1.005025e-01	1.516705e-01	1.419892e-02	2.258635e+04	3.117094e+12	5.146682e+00	-5.192970e+08	5.000000e+03	0
1.055276e-01	1.592540e-01	1.651778e-02	2.257153e+04	3.111239e+12	5.452772e+00	-5.189944e+08	5.000000e+03	0
1.105528e-01	1.668375e-01	1.887963e-02	2.255653e+04	3.105318e+12	5.758790e+00	-5.186773e+08	5.000000e+03	0
1.155779e-01	1.744211e-01	2.165633e-02	2.254004e+04	3.098816e+12	6.064102e+00	-5.183455e+08	5.000000e+03	0
1.206030e-01	1.820046e-01	2.448490e-02	2.252336e+04	3.092241e+12	6.369326e+00	-5.179992e+08	5.000000e+03	0
1.256281e-01	1.895881e-01	2.775948e-02	2.250519e+04	3.085096e+12	6.673780e+00	-5.176381e+08	5.000000e+03	0
1.306533e-01	1.971716e-01	3.109558e-02	2.248682e+04	3.077872e+12	6.978127e+00	-5.172626e+08	5.000000e+03	0
1.356784e-01	2.047552e-01	3.490766e-02	2.246698e+04	3.070088e+12	7.281643e+00	-5.168726e+08	5.000000e+03	0
1.407035e-01	2.123387e-01	3.879169e-02	2.244692e+04	3.062221e+12	7.585033e+00	-5.164680e+08	5.000000e+03	0
1.457286e-01	2.199222e-01	4.318044e-02	2.242542e+04	3.053805e+12	7.887529e+00	-5.160489e+08	5.000000e+03	0
1.507538e-01	2.275057e-01	4.765231e-02	2.240368e+04	3.045299e+12	8.189879e+00	-5.156153e+08	5.000000e+03	0
1.557789e-01	2.350893e-01	5.265641e-02	2.238050e+04	3.036257e+12	8.491277e+00	-5.151674e+08	5.000000e+03	0
1.608040e-01	2.426728e-01	5.775555e-02	2.235708e+04	3.027119e+12	8.792506e+00	-5.147049e+08	5.000000e+03	0
1.658291e-01	2.502563e-01	6.341315e-02	2.233224e+04	3.017457e+12	9.092725e+00	-5.142282e+08	5.000000e+03	0
1.708543e-01	2.578398e-01	6.917841e-02	2.230713e+04	3.007694e+12	9.392750e+00	-5.137371e+08	5.000000e+03	0
1.758794e-01	2.654234e-01	7.552712e-02	2.228063e+04	2.997419e+12	9.691710e+00	-5.132317e+08	5.000000e+03	0
1.809045e-01	2.730069e-01	8.199679e-02	2.225384e+04	2.987037e+12	9.990450e+00	-5.127119e+08	5.000000e+03	0
1.859296e-01	2.805904e-01	8.907360e-02	2.222567e+04	2.976156e+12	1.028807e+01	-5.121780e+08	5.000000e+03	0
1.909548e-01	2.881739e-01	9.628533e-02	2.219720e+04	2.965164e+12	1.058545e+01	-5.116297e+08	5.000000e+03	0
