# File generated by CMD 2.5 (http://stev.oapd.inaf.it/cmd) on Mon Dec 23 02:34:30 CET 2013
# PARSEC isochrones, release v1.1
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001, A&A 342, 531)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.04250	Y = 0.32589	[M/H] = 0.512	eta_R = 0.200	Age = 	1.0000e+07 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.042500	7.0000	0.10000000	0.1000	-1.8427	3.4874	4.1763	9.377	15.069	13.466	11.810	10.535	8.931	7.478	6.952	6.672	1.57040203	0
	0.042500	7.0000	0.10145752	0.1015	-1.8349	3.4879	4.1768	9.357	15.036	13.436	11.782	10.510	8.909	7.460	6.933	6.653	1.58454859	0
	0.042500	7.0000	0.10875797	0.1088	-1.7941	3.4903	4.1756	9.255	14.869	13.285	11.640	10.381	8.798	7.364	6.836	6.558	1.65232313	0
	0.042500	7.0000	0.11671313	0.1167	-1.7523	3.4929	4.1751	9.151	14.690	13.125	11.490	10.245	8.682	7.265	6.737	6.462	1.72091389	0
	0.042500	7.0000	0.12000000	0.1200	-1.7348	3.4940	4.1740	9.107	14.616	13.059	11.428	10.189	8.634	7.224	6.696	6.421	1.74782515	0
	0.042500	7.0000	0.12637328	0.1264	-1.7052	3.4958	4.1740	9.033	14.492	12.947	11.323	10.094	8.553	7.155	6.626	6.352	1.79785764	0
	0.042500	7.0000	0.13784391	0.1378	-1.6532	3.4989	4.1724	8.903	14.275	12.752	11.140	9.927	8.410	7.032	6.503	6.232	1.88110423	0
	0.042500	7.0000	0.14000000	0.1400	-1.6437	3.4995	4.1719	8.879	14.235	12.716	11.106	9.897	8.384	7.010	6.480	6.210	1.89584959	0
	0.042500	7.0000	0.14790155	0.1479	-1.6123	3.5015	4.1723	8.801	14.109	12.601	10.998	9.798	8.299	6.936	6.405	6.136	1.94770849	0
	0.042500	7.0000	0.16000000	0.1600	-1.5661	3.5044	4.1718	8.685	13.928	12.434	10.841	9.653	8.174	6.827	6.294	6.028	2.02115250	0
	0.042500	7.0000	0.17879783	0.1788	-1.5019	3.5085	4.1723	8.525	13.675	12.200	10.621	9.451	8.000	6.676	6.140	5.877	2.12257242	0
	0.042500	7.0000	0.20000000	0.2000	-1.4355	3.5128	4.1717	8.359	13.412	11.958	10.393	9.241	7.820	6.519	5.980	5.721	2.22178221	0
	0.042500	7.0000	0.21131027	0.2113	-1.4057	3.5152	4.1753	8.284	13.284	11.841	10.285	9.143	7.738	6.450	5.909	5.653	2.26921511	0
	0.042500	7.0000	0.23704699	0.2370	-1.3397	3.5200	4.1784	8.119	13.010	11.590	10.050	8.929	7.557	6.295	5.752	5.499	2.36511827	0
	0.042500	7.0000	0.25000000	0.2500	-1.3085	3.5222	4.1794	8.041	12.882	11.473	9.940	8.828	7.472	6.222	5.677	5.427	2.40809011	0
	0.042500	7.0000	0.27562264	0.2756	-1.2534	3.5270	4.1857	7.904	12.645	11.255	9.737	8.644	7.321	6.096	5.547	5.300	2.48426867	0
	0.042500	7.0000	0.30000001	0.3000	-1.2043	3.5310	4.1895	7.781	12.449	11.071	9.563	8.484	7.190	5.983	5.430	5.186	2.54750419	0
	0.042500	7.0000	0.32834834	0.3283	-1.1528	3.5362	4.1977	7.652	12.226	10.864	9.369	8.307	7.050	5.868	5.309	5.068	2.61195278	0
	0.042500	7.0000	0.34999999	0.3500	-1.1154	3.5396	4.2018	7.559	12.069	10.719	9.232	8.182	6.949	5.783	5.221	4.982	2.65552020	0
	0.042500	7.0000	0.35666940	0.3567	-1.1048	3.5409	4.2047	7.532	12.019	10.672	9.189	8.144	6.920	5.760	5.197	4.958	2.66807795	0
